date,Suivi colis,isPartial
2020-06-28,30,False
2020-06-29,69,False
2020-06-30,68,False
2020-07-01,64,False
2020-07-02,64,False
2020-07-03,59,False
2020-07-04,47,False
2020-07-05,26,False
2020-07-06,58,False
2020-07-07,64,False
2020-07-08,65,False
2020-07-09,60,False
2020-07-10,57,False
2020-07-11,45,False
2020-07-12,20,False
2020-07-13,54,False
2020-07-14,33,False
2020-07-15,79,False
2020-07-16,82,False
2020-07-17,64,False
2020-07-18,57,False
2020-07-19,36,False
2020-07-20,81,False
2020-07-21,89,False
2020-07-22,88,False
2020-07-23,100,False
2020-07-24,99,False
2020-07-25,55,False
2020-07-26,30,False
2020-07-27,73,False
2020-07-28,71,False
2020-07-29,67,False
2020-07-30,58,False
2020-07-31,50,False
2020-08-01,31,False
2020-08-02,21,False
2020-08-03,50,False
2020-08-04,61,False
2020-08-05,68,False
2020-08-06,66,False
2020-08-07,58,False
2020-08-08,38,False
2020-08-09,19,False
2020-08-10,73,False
2020-08-11,59,False
2020-08-12,59,False
2020-08-13,67,False
2020-08-14,63,False
2020-08-15,35,False
2020-08-16,27,False
2020-08-17,71,False
2020-08-18,71,False
2020-08-19,71,False
2020-08-20,61,False
2020-08-21,65,False
2020-08-22,45,False
2020-08-23,26,False
2020-08-24,58,False
2020-08-25,61,False
2020-08-26,65,False
2020-08-27,68,False
2020-08-28,56,False
2020-08-29,38,False
2020-08-30,26,False
2020-08-31,55,False
2020-09-01,70,False
2020-09-02,60,False
2020-09-03,57,False
2020-09-04,50,False
2020-09-05,37,False
2020-09-06,28,False
2020-09-07,60,False
2020-09-08,57,False
2020-09-09,66,False
2020-09-10,61,False
2020-09-11,53,False
2020-09-12,38,False
2020-09-13,19,False
2020-09-14,55,False
2020-09-15,54,False
2020-09-16,48,False
2020-09-17,51,False
2020-09-18,49,False
2020-09-19,34,False
2020-09-20,17,False
2020-09-21,53,False
2020-09-22,47,False
2020-09-23,53,False
2020-09-24,56,False
2020-09-25,47,False
2020-09-26,34,False
